Age,Credit_Score,Education_Level,Employment_Status,Has_Dependents,Income,Loan_Purpose,Loan_Value,Married,Prior_Default,Sex,Wtd_Ave_Debt_Interest,Defaulted,Total_Debt
24.5,820,2,Full-Time,N,72282,Credit Card,11494,Single,N,Female,0.0879,N,11499
22.8,741,1,Full-Time,Y,61471,Business,9069,Married,N,Male,0.0911,N,9115
19.8,816,0,Full-Time,Y,20592,Medical,2205,Single,N,Female,0.0391,N,2205
50.5,631,2,Full-Time,N,78683,Mortgage,37145,Single,N,Male,0.139,N,37295
35.6,700,3,Full-Time,N,79824,Credit Card,15930,Single,N,Male,0.1288,N,16022
32.2,729,2,Full-Time,N,53764,Mortgage,2890,Single,N,Female,0.1025,N,2916
60.4,731,2,Full-Time,N,95479,Mortgage,10939,Single,N,Female,0.1344,N,10983
53.3,713,2,Full-Time,N,168330,Credit Card,189844,Single,N,Male,0.1714,N,190016
40.2,764,2,Full-Time,N,87530,Auto,29113,Single,N,Male,0.1341,N,29118
43.3,678,2,Part-Time,Y,102758,Auto,30621,Married,Y,Male,0.1817,Y,30762
41.6,670,3,Full-Time,Y,93858,Credit Card,14095,Married,N,Male,0.1621,Y,14218
40.4,722,2,Full-Time,Y,,Business,14843,Married,N,Male,0.0879,N,14843
32.8,678,2,Part-Time,N,62908,Auto,11476,Married,N,Female,0.1164,N,11562
42.4,646,4,Part-Time,Y,67457,Business,6370,Single,Y,Male,0.1225,Y,6515
19.1,765,0,Full-Time,N,31327,Business,3533,Married,N,Male,0.0627,N,3543
43.8,732,4,Full-Time,N,74348,Credit Card,11608,Single,N,Female,0.1075,N,11697
27.9,1113,2,Full-Tme,Y,511677,Mortgarage,340357,Married,N,Mail,0.1092,N,340655
40.3,651,2,Unemployed,N,172790,Credit Card,552342,Single,Y,Male,0.1662,Y,552827
42.2,765,3,Full-Time,Y,67841,Mortgage,11506,Married,N,Female,0.1008,N,11537
35.7,706,3,Full-Time,N,58380,Credit Card,9543,Single,N,Female,0.1125,N,9578
19.5,732,0,Full-Time,N,40154,Auto,3224,Single,N,Female,0.1147,N,3247
28.3,741,1,Full-Time,Y,50364,Medical,13951,Single,N,Male,0.0865,N,13974
44.6,642,3,Part-Time,N,120408,Auto,79739,Married,Y,Female,0.1664,Y,80075
43.9,589,3,Part-Time,Y,214388,Auto,197636,Single,Y,Female,0.2206,Y,198341
40.3,698,2,Full-Time,N,78191,Business,35460,Married,N,Male,0.1452,Y,35545
29.1,735,4,Full-Time,N,85902,Mortgage,20661,Single,N,Non-Binary,0.0935,N,20696
38.6,714,2,Full-Time,N,82432,Credit Card,40770,Single,N,Female,0.1585,N,40826
46.8,728,2,Full-Time,N,136444,Auto,46542,Married,N,Female,0.1203,N,46708
24,761,2,Full-Time,Y,37971,Credit Card,2595,Single,N,Female,0.0679,N,2610
52.4,587,2,Part-Time,N,119132,Credit Card,32642,Single,Y,Male,0.1812,Y,33024
33.7,692,2,Part-Time,N,67014,Auto,5389,Single,Y,Female,0.1338,Y,5493
30.7,721,2,Full-Time,Y,26191,Credit Card,2058,Married,N,Female,0.1019,N,2063
27.5,733,3,Full-Time,Y,28898,Mortgage,2088,Married,N,Female,0.0781,N,2101
27.5,703,2,Full-Time,Y,55315,Credit Card,6119,Single,N,Non-Binary,0.106,N,6180
35,654,2,Part-Time,Y,98560,Credit Card,45656,Married,N,Female,0.1477,Y,45807
38.1,708,2,Full-Time,N,57270,Mortgage,6232,Single,N,Male,0.1155,N,6269
28.6,731,2,Full-Time,N,88581,Credit Card,15693,Single,N,Male,0.1208,Y,15794
43.8,709,2,Full-Time,Y,109280,Credit Card,21495,Single,N,Female,0.1401,Y,21624
28.3,680,2,Part-Time,Y,96894,Business,11266,Married,Y,Female,0.1764,Y,11405
33.1,729,3,Full-Time,N,93240,Credit Card,12171,Single,N,Male,0.1533,N,12210
51.3,677,2,Part-Time,N,172349,Credit Card,157430,Single,Y,Female,0.1877,Y,157700
44.8,700,2,Part-Time,N,162790,Credit Card,18550,Single,Y,Male,0.1517,Y,18846
19.1,755,1,Full-Time,N,40462,Credit Card,6057,Single,N,Male,0.0654,N,6069
31.1,703,2,Full-Time,Y,42931,Mortgage,5529,Married,N,Non-Binary,0.1,N,5570
28.3,742,1,Full-Time,Y,34355,Medical,1888,Married,N,Male,0.0822,N,1897
44,659,2,Part-Time,N,87698,Credit Card,10767,Single,N,Female,0.1211,Y,10940
26.9,760,1,Full-Time,Y,33540,Mortgage,2250,Married,N,Female,0.085,N,2254
36.4,750,2,Full-Time,N,63387,Credit Card,3214,Married,N,Male,0.0936,N,3248
27.7,737,2,Full-Time,N,53160,Medical,9043,Single,N,Female,0.1012,N,9054
23.6,736,2,Full-Time,Y,74880,Credit Card,25792,Married,N,Male,0.1239,N,25835
19.6,,0,Full-Time,Y,31800,Auto,1213,Married,N,Female,0.0628,N,1214
39.9,762,3,Full-Time,N,48440,Credit Card,22056,Single,N,Non-Binary,0.0921,N,22060
49.8,675,2,Full-Time,Y,117620,Auto,24901,Married,N,Male,0.1237,N,25052
31.9,724,2,Full-Time,Y,48972,Credit Card,3358,Married,N,Male,0.1148,N,3379
25.4,664,2,Unemployed,N,84932,Auto,7934,Single,Y,Male,0.1178,Y,8144
45.1,653,2,Part-Time,N,83839,Credit Card,24601,Married,N,Non-Binary,0.1668,Y,24710
25,816,1,Full-Time,N,40518,Medical,2626,Married,N,Female,0.0627,N,2627
26.9,740,2,Full-Time,N,72185,Business,11984,Married,N,Male,0.1159,N,12005
29.5,782,1,Full-Time,N,38009,Mortgage,3033,Single,N,Male,0.083,N,3043
28.3,782,2,Full-Time,N,59429,Medical,7063,Married,N,Male,0.0834,N,7073
31.4,726,2,Full-Time,N,50285,Credit Card,7585,Single,N,Male,0.1242,N,7623
24.4,758,1,Full-Time,N,44929,Mortgage,11910,Married,N,Male,0.0934,N,11926
31,718,2,Full-Time,Y,49471,Business,2692,Married,N,Male,0.1187,N,2721
22.1,764,1,Full-Time,N,35124,Credit Card,1110,Married,N,Female,0.0749,N,1127
34.8,806,1,Full-Time,Y,25433,Auto,5175,Married,N,Female,0.0712,N,5175
50.1,708,3,Full-Time,N,72451,Business,20996,Married,N,Female,0.1361,N,21039
26.9,685,2,Part-Time,N,160537,Credit Card,48967,Single,N,Male,0.1468,Y,49221
39,677,2,Part-Time,N,74088,Auto,13723,Single,N,Female,0.1387,Y,13818
44.6,703,2,Full-Time,N,82652,Mortgage,20494,Single,N,Male,0.1159,N,20562
26.8,787,2,Full-Time,Y,65150,Medical,9338,Single,N,Male,0.0953,N,9342
41,726,4,Full-Time,Y,65880,Credit Card,18228,Married,N,Female,0.1031,N,18309
40.5,676,2,Full-Time,Y,49101,Auto,5063,Married,N,Female,0.1202,N,5128
42.8,705,2,Full-Time,Y,73690,Credit Card,22806,Married,N,Female,0.1413,N,22870
27.1,724,0,Full-Time,N,46756,Credit Card,5902,Single,N,Female,0.1292,N,5924
29.1,719,2,Full-Time,N,67821,Mortgage,8739,Single,N,Female,0.1227,N,8785
27.8,724,0,Full-Time,N,43879,Credit Card,4236,Single,N,Female,0.0787,N,4257
47.9,674,1,Part-Time,N,80425,Credit Card,14230,Single,N,Male,0.1274,N,14349
39.6,928,2,Full-Tme,N,239240,Mortgarage,354860,Single,N,Femalee,0.1179,N,354680
22.3,753,2,,N,43040,Credit Card,2779,Single,N,Female,0.1032,N,2796
61.2,626,2,Unemployed,Y,136796,Auto,24326,Married,Y,Male,0.1906,Y,24701
38.3,728,2,Part-Time,N,140882,Credit Card,27786,Single,N,Female,0.1658,N,27926
33,703,2,Full-Time,Y,54873,Credit Card,6624,Married,N,Female,0.0873,N,6659
40,746,1,Full-Time,Y,77711,Credit Card,9058,Married,N,Male,0.1297,N,9101
40.2,675,2,Full-Time,Y,129794,Credit Card,23585,Married,N,Male,0.1578,N,23751
27.2,722,1,Part-Time,N,47080,Credit Card,3990,Single,N,Male,0.1008,Y,4050
29.2,705,2,Full-Time,N,54963,Credit Card,6646,Married,N,Female,0.0901,N,6694
38.8,742,2,Full-Time,N,55933,Credit Card,10637,Single,N,Female,0.0983,N,10661
55,685,3,Full-Time,N,155271,Credit Card,50628,Single,N,Female,0.1864,Y,50839
43.5,692,2,Full-Time,Y,154788,Auto,55106,Married,N,Male,0.1639,N,55263
38.8,653,2,Part-Time,Y,115906,Credit Card,34928,Single,Y,Male,0.1529,Y,35255
49.9,743,2,Full-Time,N,86379,Credit Card,10446,Single,N,Male,0.1334,N,10471
25,768,3,Full-Time,Y,45162,Business,7138,Single,N,Female,0.0817,N,7155
29.5,732,2,Full-Time,Y,54490,Medical,10986,Married,N,Male,0.1022,N,11001
37.2,718,2,Full-Time,N,79517,Credit Card,9484,Married,N,Non-Binary,0.1272,N,9546
39.7,758,3,Full-Time,N,57799,Medical,3340,Single,N,Male,0.0965,N,3352
46.6,692,2,Part-Time,N,89812,Auto,15326,Single,N,Female,0.1467,N,15428
33.8,696,2,Part-Time,N,81369,Credit Card,7283,Single,Y,Male,0.1326,Y,7392
51.5,641,4,Part-Time,Y,73640,Auto,35249,Single,Y,Non-Binary,0.1619,Y,35403
20.5,778,1,Full-Time,Y,32923,Medical,5094,Single,N,Female,0.0525,N,5100
36.4,725,3,Part-Time,N,79227,Credit Card,5021,Single,N,Female,0.1095,N,5120
25.8,801,1,Full-Time,N,41279,Credit Card,1704,Single,N,Male,0.0507,N,1712
49.5,649,2,Full-Time,N,89511,Credit Card,25639,Single,N,Female,0.1249,Y,25812
29.4,732,2,Full-Time,N,47502,Mortgage,7672,Single,N,Female,0.0825,N,7702
41.3,777,3,Full-Time,N,93448,Credit Card,14845,Single,N,Male,0.1065,N,14857
51.7,696,2,Full-Time,N,71780,Auto,11850,Single,N,Female,0.1101,N,11942
23.4,765,1,Full-Time,N,40537,Credit Card,6573,Single,N,Female,0.0797,N,6588
37.8,749,2,Full-Time,Y,,Medical,52836,Married,N,Female,0.1106,N,52836
28.6,707,3,Full-Time,N,69251,Credit Card,7193,Married,N,Female,0.1126,Y,7277
36.7,656,2,Part-Time,Y,83993,Credit Card,70548,Married,N,Male,0.128,N,70688
38.8,701,2,Part-Time,N,65449,Credit Card,5140,Single,N,Male,0.1321,Y,5213
44.6,648,2,Part-Time,N,101573,Credit Card,10317,Single,Y,Female,0.1229,Y,10531
30.6,779,0,Full-Time,N,44679,Credit Card,3194,Single,N,Non-Binary,0.0611,N,3198
57.8,639,2,Part-Time,N,102456,Credit Card,18895,Single,N,Male,0.1466,N,19080
34.9,756,2,Full-Time,Y,86696,Credit Card,9771,Married,N,Female,0.1263,N,9823
37.4,684,2,Full-Time,Y,68313,Credit Card,4666,Single,N,Male,0.1517,N,4700
46.4,684,2,Full-Time,Y,79548,Credit Card,5695,Married,N,Female,0.1381,N,5798
44.6,657,2,Full-Time,N,99721,Business,16905,Married,N,Male,0.1595,N,17029
43.1,748,2,Full-Time,N,56985,Auto,17860,Single,N,Male,0.0968,N,17883
37,779,1,Full-Time,N,34303,Mortgage,1412,Married,N,Male,0.0643,N,1419
46.1,696,2,Full-Time,N,65161,Business,27174,Single,N,Male,0.1348,N,27217
49.7,707,0,Full-Time,N,55616,Credit Card,10826,Single,N,Female,0.1263,N,10867
29.7,771,2,Full-Time,N,53291,Medical,4544,Married,N,Female,0.0708,N,4557
48.3,711,3,Full-Time,N,127419,Business,58447,Single,N,Non-Binary,0.12,N,58617
40.7,663,3,Part-Time,Y,125886,Business,26940,Single,Y,Non-Binary,0.1461,Y,27237
35.2,702,1,Full-Time,Y,31194,Medical,876,Married,N,Male,0.0914,N,887
42,666,4,Full-Time,N,88903,Credit Card,9484,Single,N,Male,0.1451,N,9620
44.9,659,2,Unemployed,N,72847,Credit Card,6899,Single,Y,Female,0.1486,Y,7020
44.5,631,2,Unemployed,Y,193533,Auto,97382,Married,Y,Male,0.2074,Y,97876
61.8,687,2,Full-Time,Y,132015,Credit Card,43569,Married,N,Female,0.1516,N,43724
33.7,785,2,Full-Time,N,37992,Mortgage,12557,Single,N,Non-Binary,0.0794,N,12562
43.9,648,1,Part-Time,N,114581,Credit Card,65643,Single,Y,Female,0.1583,Y,65911
39,703,2,Part-Time,N,58768,Credit Card,3453,Single,N,Female,0.1242,N,3515
29.7,766,1,Full-Time,Y,28538,Auto,1303,Single,N,Female,0.0503,N,1314
38.6,678,1,Full-Time,Y,52186,Credit Card,10893,Married,N,Female,0.1131,N,10933
32.1,759,0,Full-Time,N,36784,Auto,2706,Single,N,Female,0.0798,N,2710
36.9,748,2,Full-Time,Y,71709,Credit Card,25711,Single,N,Female,0.1226,N,25749
30.1,755,1,Full-Time,Y,36291,Business,3556,Married,N,Male,0.0776,N,3563
39.5,700,1,Full-Time,N,94315,Business,7116,Single,N,Female,0.1245,N,7199
46.6,727,1,Full-Time,N,62615,Mortgage,23916,Single,N,Male,0.1022,N,23963
38,730,1,Full-Time,N,46004,Mortgage,4867,Single,N,Female,0.085,N,4884
33.4,705,2,Part-Time,N,71516,Auto,10229,Single,Y,Female,0.118,Y,10324
26.2,728,2,Full-Time,Y,42941,Mortgage,6085,Married,N,Non-Binary,0.0683,N,6102
34.8,714,2,Full-Time,N,51715,Medical,5616,Married,N,Female,0.1027,N,5640
31.7,988,2,Full-Tme,N,243847,Bussins,136759,Single,N,Mail,0.1018,N,136571
29.3,764,1,Full-Time,N,42890,Business,6070,Single,N,Male,0.0786,N,6092
35.9,734,2,Full-Time,Y,34751,Mortgage,5192,Single,N,Non-Binary,0.0706,N,5212
24.2,786,2,Full-Time,Y,73932,Mortgage,7106,Married,N,Female,0.111,N,7130
46.1,698,3,Part-Time,N,125017,Credit Card,139100,Single,N,Male,0.1493,N,139246
48.9,629,3,Part-Time,Y,147234,Credit Card,36851,Married,Y,Male,0.1755,Y,37166
32.3,677,0,Full-Time,N,39526,Credit Card,3749,Single,N,Non-Binary,0.1006,N,3781
50.6,636,2,Part-Time,Y,83005,Credit Card,12401,Married,Y,Male,0.1473,Y,12571
33.4,717,1,Full-Time,Y,38159,Auto,5679,Married,N,Female,0.0928,N,5706
45.9,627,2,Unemployed,N,217898,Business,85462,Married,Y,Male,0.1735,Y,86130
20.2,727,0,Full-Time,N,37619,Auto,3679,Single,N,Male,0.0882,N,3697
37.2,755,1,Full-Time,N,50211,Mortgage,7059,Married,N,Female,0.0846,N,7066
47.8,670,3,Full-Time,Y,147901,Business,352182,Married,N,Female,0.1488,N,352422
29.1,814,2,Full-Time,N,57785,Medical,9683,Single,N,Male,0.0743,N,9686
30.9,780,2,Full-Time,Y,64894,Medical,12212,Married,N,Male,0.122,N,12217
37.2,699,2,Part-Time,N,96501,Credit Card,18625,Married,Y,Female,0.1541,Y,18780
47.8,659,2,Part-Time,Y,91328,Credit Card,16681,Single,Y,Female,0.1854,Y,16822
32.7,741,1,Full-Time,Y,25794,Mortgage,931,Married,N,Male,0.0634,N,941
37,741,2,Full-Time,N,130224,Credit Card,23741,Single,N,Male,0.1392,N,23844
47.6,652,2,Part-Time,N,105420,Auto,15558,Single,Y,Female,0.1761,Y,15717
32,773,2,Full-Time,Y,64629,Credit Card,2924,Married,N,Female,0.0934,N,2936
30.5,764,2,Full-Time,Y,51318,Business,3950,Single,N,Female,0.1023,N,3970
33.8,737,0,Full-Time,Y,44163,Business,1365,Married,N,Male,0.0807,N,1400
34.2,766,2,Full-Time,N,71498,Business,14313,Single,N,Male,0.121,N,14332
30.2,660,2,Part-Time,Y,66016,Auto,5229,Married,Y,Male,0.147,Y,5322
41.8,759,2,Full-Time,N,73605,Business,4876,Single,N,Female,0.0899,N,4894
38.8,706,3,Part-Time,Y,51052,Credit Card,2867,Single,N,Female,0.0957,N,2929
38.9,728,2,Full-Time,Y,60514,Business,5126,Married,N,Male,0.1,N,5170
27.6,685,2,Full-Time,Y,53086,Credit Card,2254,Married,N,Male,0.1019,N,2345
43.2,695,2,Part-Time,Y,105653,Auto,8930,Married,N,Male,0.1386,N,9061
34.8,,2,Full-Time,Y,66029,Credit Card,6104,Married,N,Non-Binary,0.1067,N,6187
22.6,716,2,Full-Time,N,46482,Mortgage,4969,Single,N,Non-Binary,0.0769,Y,5026
37.9,,3,Full-Time,N,114220,Business,39139,Single,N,Male,0.1217,N,39213
43.4,698,2,Full-Time,N,53895,Medical,3776,Single,N,Male,0.1033,N,3802
31.1,649,2,Part-Time,N,113642,Business,15497,Single,Y,Male,0.165,Y,15778
49.7,669,2,Part-Time,N,131628,Auto,32919,Married,N,Female,0.1721,Y,33147
43.9,707,2,Full-Time,Y,60121,Mortgage,4698,Married,N,Non-Binary,0.1246,N,4722
26.7,708,0,Full-Time,N,,Business,59221,Married,N,Male,0.1043,N,59221
53,739,2,Full-Time,Y,50489,Business,4333,Single,N,Female,0.085,N,4361
43,682,3,Part-Time,Y,135337,Credit Card,42126,Married,N,Female,0.1542,Y,42348
36.6,793,0,Full-Time,Y,43036,Auto,5556,Married,N,Female,0.0714,N,5559
22.5,675,2,Part-Time,Y,62061,Credit Card,18487,Married,N,Male,0.1264,Y,18575
52.8,704,2,Full-Time,Y,85422,Auto,37214,Married,N,Female,0.1145,N,37355
34.8,724,2,Full-Time,Y,75586,Credit Card,10283,Single,N,Female,0.1233,N,10325
39.5,666,2,Part-Time,N,106724,Business,11390,Married,Y,Male,0.148,Y,11586
41.1,710,2,Full-Time,N,103287,Credit Card,29871,Single,N,Male,0.1393,N,29945
45.4,796,2,Full-Time,Y,38643,Mortgage,5226,Married,N,Female,0.0516,N,5229
39.6,692,2,Full-Time,Y,59366,Business,10572,Married,N,Male,0.1199,N,10624
25,715,1,Full-Time,Y,41504,Credit Card,9646,Single,N,Female,0.0758,N,9667
31.1,732,1,Full-Time,Y,69322,Credit Card,18261,Married,N,Female,0.1039,N,18288
47.6,652,2,Part-Time,Y,117462,Auto,48290,Single,Y,Female,0.1702,Y,48476
26.1,710,0,Full-Time,Y,38847,Mortgage,2565,Married,N,Male,0.0844,N,2583
25.3,714,1,Full-Time,Y,28111,Business,1501,Married,N,Female,0.0722,N,1525
40.6,701,2,Full-Time,N,48882,,9796,Single,N,Male,0.1125,N,9853
51.7,714,2,Part-Time,Y,213587,Credit Card,118609,Married,Y,Male,0.194,Y,118915
21.6,721,0,Full-Time,N,36037,Credit Card,3636,Married,N,Male,0.0874,N,3660
56.9,689,2,Part-Time,N,215549,Credit Card,195137,Single,Y,Female,0.1842,Y,195561
32,709,2,Full-Time,N,53241,Credit Card,17291,Single,N,Male,0.1159,N,17322
56,251,2,Full-Tme,Y,414933,Auto,275470,Married,N,Femalee,0.1534,N,276124
46.1,742,3,Full-Time,N,65851,Mortgage,14743,Married,N,Male,0.1208,N,14764
33.1,736,2,Unemployed,N,96867,Credit Card,16890,Single,Y,Female,0.1046,Y,17029
38.9,709,2,Full-Time,N,60148,Credit Card,13024,Single,N,Male,0.1208,N,13078
28.4,732,1,Full-Time,Y,47185,Mortgage,2894,Married,N,Male,0.1056,N,2908
44.1,682,2,Full-Time,N,99090,Credit Card,60876,Married,N,Female,0.1249,N,61023
48.3,646,2,Part-Time,N,177944,Business,218481,Single,Y,Female,0.1757,Y,218919
38.5,698,3,Full-Time,N,85263,Credit Card,8723,Single,N,Male,0.1217,N,8853
35.7,727,2,Full-Time,Y,68964,Credit Card,11890,Married,N,Female,0.0902,N,11930
21,732,2,Part-Time,N,62387,Credit Card,6227,Single,Y,Male,0.1329,Y,6283
73.1,671,3,Part-Time,Y,216317,Credit Card,196530,Married,N,Female,0.1774,N,196920
42.1,761,4,Full-Time,Y,68719,Auto,55251,Married,N,Male,0.0858,N,55276
33.9,723,2,Part-Time,Y,84082,Credit Card,72111,Single,Y,Female,0.1504,Y,72219
46.5,652,2,Part-Time,Y,199140,Auto,55518,Married,Y,Male,0.2119,Y,55855
44.9,703,2,Full-Time,Y,81382,Business,9934,Married,N,Male,0.1164,N,10001
53.8,655,2,Part-Time,Y,146152,Business,49128,Married,Y,Female,0.1862,Y,49407
33.5,735,2,Full-Time,N,68698,Credit Card,8966,Single,N,Male,0.1215,N,9014
41,759,2,Full-Time,N,63540,Auto,2019,Married,N,Female,0.0933,N,2054
30.8,709,2,Part-Time,N,52630,Credit Card,30746,Single,N,Female,0.1175,Y,30798
24.5,723,2,Part-Time,Y,53982,Mortgage,4079,Married,N,Male,0.1029,N,4128
29.5,762,3,Full-Time,N,88031,Medical,11624,Single,N,Male,0.0827,N,11661
43.5,746,1,Full-Time,N,45534,Credit Card,4146,Single,N,Male,0.0827,N,4153
39.2,749,2,Full-Time,N,41040,Credit Card,7074,Married,N,Female,0.0967,N,7083
40.1,691,2,Full-Time,N,71675,Credit Card,12843,Married,N,Male,0.1484,N,12889
54.9,716,2,Full-Time,N,75790,Business,10914,Single,N,Female,0.1015,N,10966
49.2,699,2,Part-Time,Y,104834,Auto,18682,Married,N,Male,0.1347,N,18813
29.9,835,0,Full-Time,N,38727,Medical,2850,Married,N,Non-Binary,0.0719,N,2850
32.7,739,3,Full-Time,N,41282,Credit Card,15678,Single,N,Female,0.0978,N,15699
36.1,785,1,Full-Time,Y,17490,Mortgage,336,Married,N,Female,0.043,N,337
55.5,749,1,Full-Time,N,54171,Business,10564,Single,N,Male,0.0991,N,10580
42.1,717,2,Full-Time,Y,64170,Credit Card,12353,Married,N,Female,0.1048,N,12428
43.1,741,2,Full-Time,Y,50866,Mortgage,7503,Married,N,Male,0.0836,N,7515
34.6,659,2,Part-Time,Y,69030,Credit Card,24302,Married,Y,Male,0.1348,Y,24434
35.4,726,3,Full-Time,N,93369,Business,27897,Single,N,Male,0.0999,N,27987
45.6,646,3,Part-Time,N,85940,Business,16987,Single,Y,Female,0.1341,Y,17182
27.4,719,2,Part-Time,N,78554,Credit Card,12958,Single,N,Male,0.136,N,13036
18.9,821,3,Full-Time,Y,18211,Credit Card,431,Married,N,Male,0.0349,N,431
55.6,654,2,Part-Time,N,144628,Credit Card,62751,Single,Y,Female,0.2006,Y,62964
50.8,669,2,Part-Time,N,88524,Business,15672,Married,N,Female,0.1414,Y,15801
20.1,753,2,Full-Time,N,51097,Business,6005,Single,N,Female,0.0938,N,6014
38.6,732,2,Full-Time,N,95003,Credit Card,44225,Single,N,Female,0.1101,N,44290
50.2,719,2,Full-Time,Y,93429,Credit Card,49755,Married,N,Male,0.1196,N,49885
43.6,669,2,Full-Time,N,90357,Credit Card,35923,Single,N,Female,0.1582,N,36024
32.7,716,3,Full-Time,N,129068,Business,144929,Single,N,Non-Binary,0.1283,N,145080
37.7,723,2,Full-Time,N,73335,Credit Card,18285,Single,N,Female,0.105,N,18337
44.4,674,3,Part-Time,N,180393,Credit Card,26033,Single,Y,Female,0.1579,Y,26408
30.8,724,2,Full-Time,Y,59575,Business,12777,Single,N,Male,0.0992,N,12829
66.6,627,2,Unemployed,Y,163194,Auto,47937,Married,Y,Male,0.1868,Y,48313
32.7,742,1,Full-Time,N,93510,Business,26232,Single,N,Male,0.106,N,26309
51.2,596,2,Part-Time,N,211991,Auto,85386,Single,Y,Male,0.1864,Y,86091
35.3,709,3,Full-Time,N,117114,Credit Card,31546,Married,N,Non-Binary,0.1371,N,31655
29.4,746,1,Full-Time,Y,40393,Mortgage,2773,Married,N,Male,0.0884,N,2788
29.5,743,2,Full-Time,N,80575,Auto,24670,Married,N,Female,0.1065,Y,24771
30.8,704,2,Part-Time,N,58347,Credit Card,10553,Single,N,Male,0.128,N,10598
33.7,704,0,Part-Time,Y,44790,Credit Card,4012,Married,N,Female,0.1094,Y,4069
18.6,778,1,Full-Time,N,15954,Auto,382,Single,N,Female,0.0373,N,383
31.2,713,2,Full-Time,N,58666,Business,7916,Single,N,Male,0.114,N,7966
20.2,713,0,Part-Time,Y,30993,Credit Card,960,Single,N,Male,0.0788,Y,993
37,650,3,Part-Time,N,90157,Credit Card,23572,Single,Y,Female,0.116,Y,23759
31.1,666,3,Part-Time,N,124361,Auto,29384,Single,N,Male,0.1709,Y,29544
22,818,1,Full-Time,Y,36189,Credit Card,13751,Married,N,Male,0.064,N,13753
41.8,754,2,Full-Time,Y,75273,Medical,12465,Married,N,Non-Binary,0.1227,N,12489
46.6,662,2,Part-Time,N,265361,Credit Card,63374,Married,Y,Male,0.1796,Y,63996
20.5,723,2,Full-Time,N,32080,Business,1544,Single,N,Non-Binary,0.0577,N,1569
40.6,699,2,Part-Time,Y,49773,Business,5202,Married,N,Female,0.1091,Y,5277
25.9,767,3,Full-Time,N,84289,Credit Card,19892,Married,N,Female,0.1282,N,19934
49.1,707,2,Full-Time,N,85735,Auto,13965,Single,N,Male,0.1426,N,14049
33.6,704,2,Unemployed,Y,118366,Credit Card,28021,Married,Y,Female,0.1665,Y,28165
39.5,744,2,Full-Time,Y,67813,Business,8737,Married,N,Female,0.092,N,8773
39.4,742,1,Full-Time,Y,42939,Business,1659,Single,N,Male,0.0863,N,1676
58.7,734,2,Full-Time,N,195230,Business,34302,Married,N,Male,0.1692,N,34433
38,711,1,Full-Time,Y,63833,Auto,22003,Married,N,Male,0.1205,N,22045
38.5,750,2,Full-Time,N,60713,Medical,14376,Single,N,Male,0.1163,N,14386
44.9,733,3,Full-Time,N,84482,Auto,12846,Single,N,Female,0.0954,N,12941
30.1,836,0,Full-Time,N,41304,Mortgage,1024,Single,N,Male,0.0485,N,1024
38.4,766,2,Full-Time,N,29949,Medical,1614,Single,N,Male,0.0583,N,1616
48.2,670,2,Part-Time,N,128614,Credit Card,137294,Single,Y,Male,0.1651,Y,137570
24.3,800,0,Full-Time,N,25666,Mortgage,1120,Married,N,Female,0.049,N,1121
31.7,701,2,Full-Time,Y,91539,Auto,62845,Married,N,Female,0.1324,N,62967
27.3,735,1,Full-Time,N,64291,Auto,8267,Single,N,Female,0.1269,N,8316
29,736,2,Full-Time,Y,38165,Medical,2913,Married,N,Male,0.0876,N,2922
26.7,700,0,Full-Time,N,30670,Credit Card,846,Married,N,Male,0.0925,N,873
55.7,710,0,Full-Time,N,71869,Credit Card,12913,Single,N,Male,0.1233,N,12974
21.8,708,1,Full-Time,N,24734,Business,612,Single,N,Male,0.0593,N,635
19.9,728,0,Full-Time,Y,36510,Credit Card,4932,Married,N,Male,0.0491,N,4946
33.7,747,2,Full-Time,Y,52419,Mortgage,13464,Married,N,Male,0.0749,N,13477
42.3,676,2,Full-Time,Y,131941,Credit Card,48743,Single,N,Female,0.1785,N,48867
33.7,712,2,Unemployed,Y,108145,Business,25729,Married,Y,Female,0.1675,Y,25848
38.7,726,2,Full-Time,N,54136,Credit Card,5568,Married,N,Male,0.1133,N,5601
50.7,716,1,Full-Time,N,76409,Medical,7590,Married,N,Male,0.1311,N,7623
24.1,759,1,Full-Time,N,46652,Medical,3264,Single,N,Male,0.1054,N,3269
35.6,770,2,Full-Time,N,101093,Mortgage,39857,Single,N,Female,0.0891,N,39914
41.5,730,2,Full-Time,Y,195949,Credit Card,42235,Single,N,Non-Binary,0.1617,N,42432
48.1,722,2,Full-Time,N,90500,Business,9009,Single,N,Female,0.1283,N,9110
52,664,2,Part-Time,N,118593,Auto,37973,Single,Y,Male,0.1393,Y,38285
37.6,661,2,Part-Time,N,150525,Credit Card,31720,Single,Y,Female,0.1524,Y,32067
55.8,671,2,Full-Time,Y,107509,Credit Card,42765,Married,N,Non-Binary,0.1449,N,42909
43.1,1062,2,Full-Time,Y,308343,Mortgarage,361285,Married,N,Mail,0.1285,N,361106
27.8,800,1,Full-Time,Y,38045,Medical,4053,Married,N,Non-Binary,0.0854,N,4053
20.6,822,1,Full-Time,N,18162,Mortgage,528,Single,N,Non-Binary,0.0316,N,528
29.6,734,1,Full-Time,Y,42455,Medical,2523,Married,N,Female,0.092,N,2541
