Age,Credit_Score,Education_Level,Employment_Status,Has_Dependents,Income,Loan_Purpose,Loan_Value,Married,Prior_Default,Sex,Wtd_Ave_Debt_Interest,Total_Debt,Defaulted
21.7,792.0,0,Full-Time,N,30153.0,Mortgage,2182,Single,N,Male,0.074,2183,N
35.2,702.0,1,Full-Time,Y,31194.0,Medical,876,Married,N,Male,0.0914,887,N
21.2,757.0,0,Full-Time,Y,34759.0,Auto,604,Married,N,Female,0.0825,614,N
37.6,1122.0,2,Full-Tme,Y,497857.0,Auto,1982890,Married,N,Mail,0.1382,1983657,Y
33.1,721.0,2,Full-Time,N,56061.0,Auto,16971,Single,N,Male,0.0992,17020,N
31.3,682.0,3,Part-Time,N,55170.0,Auto,4261,Single,N,Female,0.0986,4326,N
33.9,708.0,2,Full-Time,Y,50229.0,Credit Card,3532,Married,N,Male,0.1016,3570,N
31.3,692.0,2,Full-Time,N,83717.0,Credit Card,42752,Single,N,Female,0.1309,42846,N
48.5,614.0,3,Part-Time,N,192064.0,Auto,284042,Single,Y,Female,0.1885,284625,Y
29.3,665.0,2,Part-Time,Y,113697.0,Credit Card,38781,Single,Y,Female,0.1522,38924,Y
38.7,708.0,4,Full-Time,Y,76270.0,Mortgage,22687,Single,N,Female,0.1283,22736,N
45.2,708.0,3,Full-Time,N,83949.0,Auto,18323,Single,N,Male,0.1312,18371,N
43.4,713.0,2,Full-Time,N,54817.0,Credit Card,25842,Married,N,Male,0.1194,25877,N
24.1,679.0,0,Full-Time,N,44026.0,Mortgage,1938,Single,N,Male,0.0965,1973,N
56.0,620.0,2,Part-Time,Y,185870.0,Business,58729,Married,Y,Male,0.181,59128,Y
39.6,682.0,2,Part-Time,Y,43033.0,Credit Card,6852,Married,Y,Non-Binary,0.0869,6923,Y
29.7,756.0,0,Full-Time,N,36672.0,Auto,3765,Single,N,Female,0.0694,3776,N
54.6,656.0,2,Full-Time,N,77753.0,Credit Card,13300,Single,N,Female,0.1559,13388,N
37.2,707.0,1,Full-Time,Y,36878.0,Credit Card,3672,Single,N,Female,0.0675,3706,N
42.7,711.0,2,Full-Time,Y,58709.0,Mortgage,7582,Single,N,Female,0.1155,7637,N
46.1,707.0,2,Full-Time,N,148085.0,Credit Card,21928,Single,N,Male,0.1567,22068,N
35.6,768.0,3,Full-Time,N,66212.0,Mortgage,9644,Single,N,Female,0.112,9670,N
28.7,743.0,3,Full-Time,Y,81629.0,Business,16658,Married,N,Female,0.1188,16709,N
28.5,777.0,1,Full-Time,N,36918.0,Credit Card,1499,Single,N,Female,0.088,1502,N
41.5,638.0,1,Part-Time,N,87796.0,Credit Card,22353,Single,Y,Male,0.1537,22550,Y
51.9,686.0,2,Full-Time,N,124467.0,Auto,43377,Single,N,Female,0.1636,43543,Y
32.0,783.0,2,Full-Time,Y,49276.0,Mortgage,4613,Married,N,Female,0.0856,4619,N
35.0,662.0,4,Full-Time,N,89095.0,Auto,9525,Single,N,Female,0.1476,9633,N
47.9,693.0,2,Part-Time,Y,114385.0,Auto,18316,Married,N,Female,0.1556,18489,N
35.1,665.0,3,Unemployed,Y,97625.0,Auto,18107,Married,N,Female,0.1568,18278,Y
41.4,691.0,2,Full-Time,Y,87889.0,Credit Card,15448,Married,N,Male,0.1274,15560,N
27.8,739.0,2,Full-Time,N,49505.0,Mortgage,5882,Single,N,Male,0.1175,5891,N
22.8,730.0,2,Full-Time,Y,30762.0,Credit Card,1892,Married,N,Female,0.0702,1910,N
19.3,763.0,2,Full-Time,N,32083.0,Credit Card,2470,Single,N,Female,0.0871,2476,N
49.8,646.0,3,Part-Time,N,91036.0,Auto,14917,Married,Y,Female,0.1523,15131,Y
30.9,744.0,2,Full-Time,Y,42536.0,Medical,9227,Married,N,Female,0.0624,9236,N
36.0,659.0,2,Part-Time,N,80252.0,Business,39286,Married,N,Male,0.1479,39452,Y
25.8,721.0,3,Full-Time,N,53922.0,Auto,4361,Single,N,Female,0.1093,4393,N
23.2,781.0,2,Full-Time,N,59935.0,Mortgage,5388,Single,N,Male,0.1217,5398,N
45.1,699.0,4,Part-Time,Y,67960.0,Business,8775,Married,N,Female,0.1307,8876,Y
49.5,738.0,2,Full-Time,Y,104576.0,Business,24059,Married,N,Non-Binary,0.1105,24142,N
50.1,710.0,1,Full-Time,N,40936.0,Business,8211,Single,N,Female,0.0849,8232,N
43.7,717.0,2,Full-Time,Y,60979.0,Credit Card,15617,Married,N,Male,0.1069,15673,N
48.8,702.0,2,Full-Time,N,,Auto,36575,Single,N,Female,0.143,36575,N
36.1,703.0,1,Full-Time,N,50002.0,Business,6000,Single,N,Female,0.0924,6054,N
23.4,679.0,2,Part-Time,Y,65241.0,Business,12769,Married,Y,Non-Binary,0.1022,12889,Y
43.9,702.0,1,Full-Time,N,46109.0,Mortgage,15307,Single,N,Female,0.102,15351,N
36.6,681.0,2,Part-Time,N,81378.0,Credit Card,17880,Single,Y,Male,0.1169,18052,Y
42.6,725.0,3,Part-Time,N,112145.0,Auto,11319,Single,N,Female,0.1103,11476,N
37.0,747.0,2,Full-Time,N,114704.0,Credit Card,46049,Married,N,Male,0.1553,46156,N
30.7,763.0,2,Full-Time,N,61697.0,Mortgage,13322,Single,N,Female,0.087,13338,N
47.4,713.0,1,Full-Time,N,38728.0,Auto,2250,Married,N,Female,0.0904,2266,N
26.3,756.0,3,Full-Time,Y,49694.0,Credit Card,5186,Married,N,Female,0.0916,5211,N
45.5,672.0,2,Part-Time,Y,103538.0,Business,7503,Married,N,Male,0.1348,7666,Y
36.5,698.0,2,Full-Time,N,53545.0,Credit Card,8027,Single,N,Female,0.1226,8065,N
43.5,623.0,2,Part-Time,N,298014.0,Credit Card,133218,Married,Y,Non-Binary,0.1924,134147,Y
48.9,660.0,2,Full-Time,N,107945.0,Business,20974,Single,N,Male,0.1313,21171,N
59.7,722.0,2,Full-Time,Y,122609.0,Credit Card,94707,Married,N,Male,0.1436,94781,N
56.6,633.0,2,Unemployed,N,88952.0,Auto,15033,Single,N,Female,0.1514,15181,Y
47.5,689.0,2,Part-Time,N,97886.0,Credit Card,31619,Single,N,Female,0.1526,31727,N
38.3,705.0,2,Part-Time,N,90314.0,Credit Card,6525,Married,N,Female,0.1355,6628,N
49.3,762.0,2,Full-Time,N,80741.0,Credit Card,20209,Single,N,Female,0.1357,20216,N
31.7,602.0,2,Part-Time,N,104388.0,Credit Card,29421,Single,Y,Non-Binary,0.1839,29703,Y
39.6,665.0,2,Part-Time,N,150723.0,Credit Card,113586,Single,Y,Male,0.1696,113831,Y
35.6,700.0,1,Full-Time,N,44755.0,Business,4206,Single,N,Male,0.1194,4233,N
27.3,806.0,1,Full-Time,N,35473.0,Mortgage,2139,Single,N,Male,0.0981,2140,N
34.9,702.0,3,Part-Time,N,48597.0,Business,5432,Single,N,Male,0.0996,5496,Y
30.2,,2,Part-Time,Y,48023.0,Credit Card,6688,Married,N,Female,0.1067,6733,N
52.1,712.0,2,Full-Time,N,70582.0,Mortgage,31385,Single,N,Female,0.1388,31414,N
39.5,711.0,2,Full-Time,Y,88963.0,Business,22952,Married,N,Female,0.1175,23028,N
28.8,717.0,4,Part-Time,Y,77363.0,Credit Card,7780,Single,N,Female,0.1311,7860,N
41.8,737.0,2,Full-Time,N,81685.0,Business,21352,Single,N,Female,0.1296,21406,N
38.6,745.0,0,Full-Time,Y,53693.0,Auto,8648,Married,N,Female,0.0949,8685,N
31.6,691.0,2,Full-Time,N,80214.0,Credit Card,9007,Single,N,Non-Binary,0.1264,9104,N
34.1,714.0,2,Full-Time,N,54261.0,Credit Card,21198,Married,N,Male,0.102,21236,N
48.7,756.0,2,Full-Time,N,62299.0,Medical,14360,Single,N,Non-Binary,0.0927,14380,N
43.8,727.0,2,Full-Time,N,60079.0,Credit Card,5414,Single,N,Non-Binary,0.1462,5434,N
27.3,758.0,1,Full-Time,Y,40372.0,Mortgage,7171,Married,N,Female,0.0944,7177,N
38.6,667.0,2,Part-Time,N,88550.0,Credit Card,37637,Single,Y,Male,0.1469,37773,Y
40.2,645.0,2,Part-Time,N,152507.0,Business,127920,Single,Y,Female,0.1637,128223,Y
37.7,723.0,2,Full-Time,N,73335.0,Credit Card,18285,Single,N,Female,0.105,18337,N
24.5,709.0,2,Part-Time,N,23448.0,Credit Card,2144,Single,N,Female,0.0837,2160,N
23.6,727.0,1,Part-Time,N,44772.0,Credit Card,3608,Single,N,Female,0.1002,3657,Y
49.4,725.0,2,Full-Time,N,113498.0,Credit Card,30916,Single,N,Non-Binary,0.1487,30995,N
40.5,708.0,2,Part-Time,N,95837.0,Auto,28472,Married,N,Female,0.1256,28626,Y
39.9,718.0,2,Full-Time,N,53805.0,Credit Card,15054,Single,N,Male,0.107,15095,N
35.4,727.0,2,Full-Time,N,81889.0,Business,16094,Married,N,Male,0.1399,16148,N
28.5,660.0,2,Part-Time,N,48012.0,Credit Card,14061,Single,Y,Non-Binary,0.1455,14131,Y
33.2,767.0,1,Full-Time,Y,64640.0,Auto,21309,Married,N,Female,0.1102,21330,N
31.7,689.0,3,Part-Time,N,57204.0,Credit Card,8181,Single,N,Male,0.11,8248,N
33.2,756.0,2,Full-Time,Y,48344.0,Medical,3505,Married,N,Non-Binary,0.0909,3516,N
28.0,749.0,2,Full-Time,Y,95550.0,Medical,12782,Married,N,Male,0.1185,12805,N
32.3,730.0,2,Full-Time,N,67222.0,Business,13556,Married,N,Male,0.1077,13618,N
37.4,650.0,2,Part-Time,N,92055.0,Credit Card,56776,Married,N,Male,0.1426,56936,N
20.7,776.0,3,Full-Time,Y,44090.0,Auto,8942,Married,N,Non-Binary,0.0706,8959,N
39.1,666.0,2,Part-Time,N,278802.0,Credit Card,326466,Single,N,Male,0.1713,327266,Y
47.4,638.0,2,Part-Time,N,146175.0,Credit Card,14957,Married,Y,Male,0.1974,15268,Y
50.7,642.0,2,Part-Time,Y,133912.0,Auto,52003,Married,Y,Female,0.1729,52220,Y
34.0,722.0,2,Full-Time,Y,73596.0,Business,16790,Single,N,Female,0.1113,16828,N
36.9,748.0,2,Full-Time,Y,71709.0,Credit Card,25711,Single,N,Female,0.1226,25749,N
29.5,770.0,2,Full-Time,Y,26106.0,Medical,1090,Married,N,Female,0.0796,1093,N
41.2,636.0,2,Part-Time,N,121161.0,Credit Card,20551,Single,Y,Female,0.1576,20775,Y
45.7,609.0,2,Part-Time,Y,135709.0,Credit Card,33150,Married,Y,Female,0.1982,33497,Y
34.7,737.0,0,Full-Time,N,33097.0,Mortgage,5586,Single,N,Female,0.0418,5603,N
34.8,769.0,2,Full-Time,N,58238.0,Medical,10514,Single,N,Female,0.081,10522,N
31.4,757.0,2,Full-Time,N,55040.0,Business,4847,Married,N,Female,0.1026,4862,N
36.4,696.0,2,Part-Time,Y,59695.0,Credit Card,7483,Married,N,Female,0.1235,7547,N
38.2,668.0,2,Unemployed,Y,68485.0,Credit Card,20637,Married,Y,Female,0.1412,20747,Y
48.3,682.0,2,Full-Time,Y,162624.0,Credit Card,129587,Married,N,Female,0.1716,129819,N
33.0,,2,Pert-Time,Y,520891.0,Credit Crad,461254,Single,N,Femalee,0.1241,461920,Y
41.0,774.0,2,Full-Time,Y,95828.0,Credit Card,23876,Married,N,Non-Binary,0.0879,23908,N
35.0,704.0,2,Full-Time,N,50600.0,Auto,10497,Married,N,Female,0.1016,10527,N
29.1,716.0,3,Full-Time,N,49055.0,Business,17807,Single,N,Female,0.1087,17841,N
37.1,770.0,2,Full-Time,N,59499.0,Medical,13098,Single,N,Female,0.0913,13110,N
40.3,698.0,2,Full-Time,N,78191.0,Business,35460,Married,N,Male,0.1452,35545,Y
42.4,707.0,2,Full-Time,Y,91007.0,Credit Card,19049,Married,N,Female,0.1298,19127,N
62.0,633.0,2,Part-Time,Y,118680.0,Credit Card,25352,Single,Y,Female,0.172,25589,Y
24.9,778.0,2,Full-Time,Y,69032.0,Credit Card,6671,Married,N,Male,0.0695,6698,N
34.4,692.0,1,Full-Time,N,42187.0,Mortgage,14594,Single,N,Female,0.0925,14628,N
30.3,735.0,1,Full-Time,Y,34953.0,Credit Card,3543,Married,N,Non-Binary,0.0806,3559,N
39.5,739.0,1,Full-Time,Y,43348.0,Medical,10898,Married,N,Male,0.0632,10910,N
32.0,703.0,2,Part-Time,Y,64266.0,Auto,4130,Married,N,Male,0.1315,4209,N
36.5,824.0,0,Full-Time,Y,50494.0,Medical,3314,Single,N,Female,0.0957,3315,N
23.6,779.0,0,Full-Time,N,40411.0,Medical,3593,Married,N,Female,0.0969,3598,N
22.9,776.0,2,Full-Time,Y,79564.0,Auto,19624,Married,N,Female,0.1205,19643,N
35.1,714.0,1,Full-Time,N,46370.0,Credit Card,8601,Single,N,Male,0.124,8631,N
43.1,741.0,2,Full-Time,Y,50866.0,Mortgage,7503,Married,N,Male,0.0836,7515,N
46.6,646.0,2,Unemployed,N,128495.0,Auto,37974,Single,Y,Female,0.159,38254,Y
37.8,721.0,1,Full-Time,N,61594.0,Auto,5691,Single,N,Non-Binary,0.126,5736,N
47.0,721.0,2,Full-Time,N,145987.0,Credit Card,38361,Single,N,Female,0.1706,38492,N
55.7,710.0,0,Full-Time,N,71869.0,Credit Card,12913,Single,N,Male,0.1233,12974,N
40.3,742.0,0,Full-Time,Y,59366.0,Auto,6696,Married,N,Non-Binary,0.0791,6739,N
45.1,706.0,2,Full-Time,Y,72882.0,Business,4249,Married,N,Male,0.1256,4301,N
42.5,645.0,3,Part-Time,N,456001.0,Credit Card,686190,Single,Y,Male,0.2133,687593,Y
40.4,696.0,3,Part-Time,N,125326.0,Auto,15706,Single,Y,Female,0.1594,15963,Y
35.8,667.0,3,Part-Time,N,60011.0,Credit Card,2520,Single,N,Female,0.1143,2632,Y
36.7,698.0,2,Full-Time,Y,137798.0,Auto,26583,Married,N,Male,0.158,26770,Y
46.7,735.0,2,Full-Time,Y,116600.0,Mortgage,17674,Single,N,Male,0.1263,17760,N
45.4,796.0,2,Full-Time,Y,38643.0,Mortgage,5226,Married,N,Female,0.0516,5229,N
47.6,655.0,0,Part-Time,N,38879.0,Credit Card,2116,Single,N,Male,0.1159,2168,N
25.1,716.0,2,Part-Time,N,79886.0,Business,12763,Single,N,Female,0.1169,12851,N
33.9,748.0,3,Full-Time,N,63878.0,Auto,9384,Single,N,Male,0.0997,9406,N
49.9,713.0,2,Full-Time,N,86073.0,Credit Card,14076,Single,N,Male,0.1215,14172,N
52.2,663.0,2,Full-Time,N,91140.0,Auto,14952,Single,N,Female,0.1535,15076,N
55.4,603.0,3,Part-Time,N,163394.0,Auto,56064,Married,Y,Male,0.1848,56586,Y
28.5,765.0,2,Full-Time,N,42859.0,Medical,5510,Single,N,Non-Binary,0.0688,5527,N
51.2,699.0,2,Full-Time,N,101079.0,Credit Card,19412,Single,N,Male,0.1465,19525,N
39.4,782.0,2,Full-Time,N,55370.0,Mortgage,16862,Single,N,Male,0.0783,16866,N
20.4,764.0,0,Full-Time,Y,,Credit Card,25628,Single,N,Female,0.0865,25628,N
40.8,619.0,2,Part-Time,N,86810.0,Business,10550,Single,Y,Female,0.1763,10809,Y
37.3,760.0,1,Full-Time,N,36174.0,Credit Card,1308,Single,N,Male,0.0555,1321,N
23.4,343.0,3,Prat-Time,N,271488.0,Bussins,132668,Single,Y,Femalee,0.0959,132221,Y
37.7,697.0,1,Part-Time,Y,72014.0,Auto,16076,Married,N,Female,0.1399,16155,Y
36.9,704.0,2,Full-Time,N,70047.0,Auto,15701,Single,N,Male,0.1338,15769,N
25.9,723.0,0,Full-Time,N,25891.0,Mortgage,1609,Single,N,Male,0.0747,1617,N
24.2,682.0,1,Full-Time,Y,32847.0,Credit Card,1834,Married,N,Female,0.0793,1865,N
35.1,785.0,2,Full-Time,N,87555.0,Medical,72826,Single,N,Female,0.0863,72855,N
27.6,757.0,2,Full-Time,Y,61990.0,Business,3458,Single,N,Male,0.0993,3489,N
42.5,677.0,1,Part-Time,N,79336.0,Auto,8812,Single,N,Female,0.1675,8888,Y
42.9,686.0,2,Part-Time,N,90528.0,Business,9015,Married,N,Male,0.1298,9176,Y
24.2,794.0,0,Full-Time,Y,35286.0,Medical,2988,Married,N,Male,0.0487,2991,N
46.6,692.0,2,Part-Time,N,89812.0,Auto,15326,Single,N,Female,0.1467,15428,N
39.1,721.0,2,Full-Time,N,98947.0,Medical,17622,Single,N,Male,0.1065,17691,N
45.3,703.0,2,Full-Time,N,118978.0,Credit Card,25480,Married,N,Male,0.1673,25542,N
24.9,691.0,1,Part-Time,N,47274.0,Auto,15643,Married,N,Female,0.1258,15691,Y
36.8,670.0,3,Part-Time,N,155517.0,Auto,38696,,Y,Female,0.1581,39040,Y
50.4,721.0,0,Full-Time,N,35888.0,Mortgage,1288,Single,N,Female,0.1039,1294,N
28.4,735.0,2,Full-Time,N,56914.0,Mortgage,16196,Single,N,Male,0.1032,16217,N
30.2,671.0,2,Part-Time,N,107620.0,Auto,40537,Single,Y,Female,0.1503,40750,Y
21.3,710.0,1,Unemployed,N,46296.0,Credit Card,4287,Single,Y,Male,0.111,4335,Y
51.4,684.0,3,Part-Time,N,118126.0,Credit Card,55815,Married,N,Male,0.1555,55976,N
27.4,764.0,1,Full-Time,Y,39355.0,Credit Card,4956,Married,N,Female,0.0804,4962,N
31.6,700.0,2,Full-Time,N,67356.0,Business,12249,Single,N,Male,0.1162,12303,N
33.2,743.0,3,Full-Time,N,88413.0,Auto,13288,Married,N,Male,0.0929,13375,N
30.2,703.0,2,Part-Time,N,65779.0,Auto,3028,Single,Y,Female,0.1278,3133,Y
34.9,689.0,2,Full-Time,N,53164.0,Business,1978,Single,N,Female,0.102,2030,N
37.8,695.0,2,Full-Time,N,69751.0,Credit Card,29191,Single,N,Female,0.1218,29259,N
33.3,750.0,2,Full-Time,Y,66141.0,Credit Card,5687,Married,N,Male,0.1022,5721,N
33.9,708.0,0,Full-Time,Y,37493.0,Credit Card,2249,Married,N,Non-Binary,0.0822,2268,N
58.7,734.0,2,Full-Time,N,195230.0,Business,34302,Married,N,Male,0.1692,34433,N
30.6,660.0,2,Part-Time,Y,97111.0,Auto,8487,Married,Y,Female,0.1475,8672,Y
46.9,686.0,3,Part-Time,Y,137688.0,Credit Card,36019,Married,N,Male,0.1571,36195,N
42.5,679.0,1,Full-Time,N,59078.0,Auto,8725,Single,N,Non-Binary,0.1189,8791,N
18.5,715.0,2,Part-Time,N,38131.0,Credit Card,1890,Single,N,Male,0.1054,1919,N
23.3,751.0,0,Full-Time,N,36173.0,Credit Card,1832,Married,N,Female,0.0792,1846,N
34.6,659.0,2,Part-Time,Y,69030.0,Credit Card,24302,Married,Y,Male,0.1348,24434,Y
38.2,697.0,2,Full-Time,Y,97079.0,Credit Card,19791,Single,N,Non-Binary,0.132,19924,N
54.4,766.0,2,Full-Time,Y,56060.0,Medical,9428,Married,N,Male,0.0913,9434,N
34.5,718.0,0,Full-Time,Y,33026.0,Medical,1854,Married,N,Female,0.0781,1866,N
51.4,654.0,3,Part-Time,Y,96966.0,Business,15984,Married,N,Female,0.1487,16163,Y
32.1,688.0,0,Part-Time,N,52935.0,Auto,3922,Single,Y,Male,0.1195,4007,Y
46.2,743.0,2,Full-Time,N,59687.0,Mortgage,10688,Married,N,Male,0.1086,10705,N
49.9,718.0,2,Full-Time,Y,48677.0,,4976,Married,N,Female,0.1092,5008,N
47.5,718.0,2,Full-Time,Y,88552.0,Credit Card,16466,Married,N,Male,0.133,16518,N
38.4,749.0,2,Full-Time,Y,74187.0,Medical,25317,Married,N,Male,0.1092,25330,N
39.0,728.0,0,Full-Time,N,39176.0,Credit Card,3683,Single,N,Female,0.1056,3700,N
50.4,724.0,1,Full-Time,Y,75180.0,Auto,9043,Married,N,Female,0.1171,9069,N
35.6,641.0,1,Part-Time,N,49493.0,Auto,2204,Single,Y,Male,0.1409,2314,Y
47.9,759.0,1,Full-Time,Y,46041.0,Auto,1696,Married,N,Male,0.0913,1698,N
29.6,709.0,2,Full-Time,N,60892.0,Business,5932,Married,N,Male,0.1371,5974,N
33.0,731.0,2,Full-Time,Y,89175.0,Credit Card,34990,Married,N,Male,0.138,35048,N
30.3,802.0,2,Full-Time,N,71076.0,Mortgage,36372,Married,N,Male,0.1054,36384,N
30.0,,3,Full-Time,N,42254.0,Mortgage,8391,Single,N,Female,0.0886,8404,N
36.7,678.0,2,Full-Time,N,51369.0,Business,4750,Single,N,Female,0.1245,4808,N
44.6,747.0,1,Full-Time,N,81671.0,Auto,9337,Single,N,Male,0.1145,9364,N
25.5,743.0,0,Full-Time,N,35560.0,Mortgage,632,Married,N,Female,0.0835,647,N
39.4,728.0,0,Full-Time,N,30850.0,Mortgage,3617,Single,N,Non-Binary,0.0943,3631,N
18.3,745.0,0,Full-Time,N,36014.0,Credit Card,1945,Single,N,Non-Binary,0.0741,1971,N
35.1,,3,Part-Time,N,108373.0,Credit Card,14093,Single,Y,Female,0.1526,14311,Y
29.7,1136.0,2,Prat-Time,N,340591.0,Bussins,139200,Married,Y,Mail,0.1297,138661,Y
34.6,755.0,2,Full-Time,Y,80039.0,Auto,23703,Married,N,Male,0.1088,23733,N
30.2,660.0,2,Part-Time,Y,66016.0,Auto,5229,Married,Y,Male,0.147,5322,Y
42.4,688.0,2,Part-Time,N,139499.0,Credit Card,38919,Married,N,Non-Binary,0.1434,39126,Y
35.6,733.0,2,Full-Time,N,65784.0,Business,13415,Single,N,Male,0.1091,13461,N
40.1,724.0,2,Full-Time,N,79992.0,Credit Card,37752,Single,N,Female,0.0962,37825,N
46.2,740.0,2,Full-Time,N,75834.0,Credit Card,7476,Single,N,Male,0.0982,7534,N
31.9,747.0,2,Full-Time,N,59240.0,Mortgage,3509,Single,N,Male,0.0828,3526,N
32.0,661.0,2,Part-Time,Y,107508.0,Business,11557,Married,Y,Male,0.1395,11733,Y
57.7,630.0,2,Unemployed,N,66615.0,Credit Card,6656,Single,Y,Female,0.158,6818,Y
27.3,722.0,2,Part-Time,N,67580.0,Mortgage,5480,Single,N,Male,0.108,5560,Y
24.1,828.0,1,Full-Time,N,13588.0,Medical,978,Single,N,Male,0.0347,978,N
24.2,721.0,2,Full-Time,N,61583.0,Credit Card,5688,Married,N,Female,0.0699,5757,N
42.2,693.0,2,Full-Time,Y,108142.0,Auto,44439,Single,N,Male,0.1323,44541,N
39.9,764.0,2,Full-Time,N,134854.0,Credit Card,38189,Single,N,Female,0.1359,38235,N
49.5,724.0,2,Full-Time,Y,171861.0,Auto,70886,Married,N,Female,0.1485,71077,N
65.4,670.0,3,Full-Time,N,175799.0,Auto,37085,Married,N,Female,0.1584,37372,N
36.9,797.0,2,Full-Time,N,66936.0,Mortgage,5824,Married,N,Female,0.1088,5826,N
46.2,734.0,2,Full-Time,N,142051.0,Credit Card,56499,Single,N,Female,0.1353,56626,N
59.1,587.0,3,Part-Time,N,165344.0,Auto,13669,Single,Y,Male,0.2093,14160,Y
40.7,663.0,3,Part-Time,Y,125886.0,Business,26940,Single,Y,Non-Binary,0.1461,27237,Y
37.6,640.0,2,Unemployed,Y,97249.0,Auto,27426,Married,Y,Male,0.136,27679,Y
23.8,715.0,2,Unemployed,N,118175.0,Auto,32120,Married,N,Female,0.1317,32285,Y
24.8,777.0,1,Full-Time,Y,22254.0,Medical,2971,Married,N,Female,0.0403,2974,N
29.9,704.0,3,Full-Time,Y,59823.0,Mortgage,18609,Single,N,Male,0.1144,18651,N
44.4,676.0,2,Part-Time,N,165620.0,Auto,115205,Single,N,Male,0.1494,115520,Y
40.4,716.0,4,Part-Time,N,78119.0,Business,10374,Single,N,Female,0.121,10450,N
30.3,706.0,2,Part-Time,N,63197.0,Credit Card,13180,Married,N,Male,0.1307,13232,N
41.9,671.0,2,Full-Time,N,49967.0,Business,14980,Single,N,Male,0.1061,15039,N
40.6,765.0,2,Full-Time,N,115273.0,Mortgage,50493,Married,N,Female,0.1182,50554,N
31.9,731.0,2,Full-Time,N,21890.0,Medical,2875,Single,N,Female,0.0689,2882,N
27.2,822.0,0,Full-Time,Y,36692.0,Credit Card,3635,Married,N,Male,0.0703,3636,N
34.8,709.0,2,Full-Time,N,123944.0,Auto,70665,,N,Female,0.1448,70801,N
38.8,706.0,3,Part-Time,Y,51052.0,Credit Card,2867,Single,N,Female,0.0957,2929,N
49.8,682.0,2,Full-Time,Y,141191.0,Credit Card,21928,Married,N,Female,0.1489,-22173,Y
54.0,711.0,2,Full-Time,Y,69344.0,Credit Card,15387,Married,N,Female,0.0985,15465,N
39.6,665.0,3,Part-Time,Y,66479.0,Auto,13700,Single,Y,Female,0.1442,13820,Y
33.7,705.0,2,Part-Time,N,85367.0,Auto,12388,Married,N,Female,0.1224,12499,Y
44.7,673.0,2,Full-Time,Y,57452.0,Credit Card,7591,Married,N,Male,0.1172,7630,N
48.5,640.0,2,Unemployed,N,198218.0,Credit Card,298606,Married,Y,Male,0.1954,299159,Y
40.2,631.0,2,Part-Time,N,99526.0,Credit Card,27735,Single,Y,Male,0.1878,27930,Y
38.1,691.0,2,Full-Time,N,60703.0,Credit Card,4790,Single,N,Female,0.1182,4849,N
34.0,752.0,3,Full-Time,N,141920.0,Credit Card,26183,Single,N,Male,0.1301,26250,N
39.0,752.0,2,Full-Time,Y,50804.0,Medical,7227,Married,N,Male,0.0984,7239,N
46.5,653.0,2,Part-Time,N,141286.0,Credit Card,55893,Single,Y,Female,0.1953,56142,Y
42.6,677.0,2,Part-Time,Y,101752.0,Credit Card,36237,Married,N,Male,0.1602,36419,Y
41.9,737.0,3,Full-Time,Y,74998.0,Credit Card,32623,Single,N,Male,0.1463,32639,N
44.2,697.0,2,Part-Time,N,70425.0,Credit Card,10911,Single,N,Female,0.1252,10997,N
58.2,718.0,2,Full-Time,Y,115092.0,Medical,68879,Married,N,Male,0.1583,68936,N
47.1,691.0,3,Full-Time,N,97256.0,Credit Card,11350,Single,N,Female,0.1473,11432,N
37.6,802.0,2,Full-Time,Y,57731.0,Medical,10998,Married,N,Male,0.0694,11004,N
48.8,690.0,2,Full-Time,Y,104956.0,Auto,11015,Married,N,Male,0.1249,11164,N
39.1,654.0,2,Part-Time,N,86049.0,Credit Card,7404,Single,N,Male,0.1712,7544,Y
51.0,691.0,2,Full-Time,N,138185.0,Business,34371,Single,N,Female,0.1512,34544,N
46.6,651.0,2,Part-Time,N,104291.0,Auto,22841,Single,Y,Female,0.1543,23056,Y
44.8,693.0,2,Part-Time,N,52252.0,Auto,18020,Single,N,Female,0.1214,18069,N
19.5,783.0,3,Full-Time,N,26714.0,Credit Card,2569,Single,N,Female,0.0647,2571,N
24.3,713.0,2,Full-Time,N,49481.0,Credit Card,4897,Single,N,Male,0.0759,4944,N
27.8,743.0,2,Full-Time,Y,46758.0,Medical,10713,Married,N,Male,0.0847,10730,N
49.7,639.0,2,Unemployed,N,161034.0,Credit Card,51863,Single,N,Male,0.1868,52264,Y
32.3,670.0,2,Part-Time,Y,77233.0,Credit Card,4175,Married,Y,Female,0.1556,4299,Y
29.5,725.0,0,Full-Time,Y,41389.0,Business,2912,Married,N,Male,0.1034,2933,N
34.6,657.0,2,Part-Time,N,62172.0,Business,6184,Single,Y,Female,0.1627,6309,Y
44.6,707.0,3,Full-Time,Y,60826.0,Auto,21459,Married,N,Female,0.1177,21499,N
52.9,641.0,3,Part-Time,N,147172.0,Credit Card,43319,Single,Y,Female,0.2071,43561,Y
33.6,766.0,1,Full-Time,Y,60780.0,Business,4063,Single,N,Male,0.096,4087,N
38.4,747.0,3,Full-Time,N,35767.0,Auto,3965,Single,N,Female,0.0989,3971,N
43.8,738.0,1,Full-Time,Y,42762.0,Mortgage,5669,Single,N,Female,0.1277,5677,N
53.8,647.0,2,Part-Time,N,206171.0,Auto,93513,Married,Y,Female,0.182,94018,Y
